"Rank","Brewery","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
184,"Hair of the Dog Brewing Company / Brewery and Tasting Room","Matt","American Strong Ale","11.50%",4.39,831,82,"61 SE Yamhill St","","Portland","OR","97214"
185,"Three Floyds Brewing Company","French Vanilla Militia","Russian Imperial Stout","Imperial",4.39,118,79,"9750 Indiana Pkwy","","Munster","IN","46321"
186,"Hill Farmstead Brewery","Society & Solitude #6","American Double / Imperial IPA","8.10%",4.39,672,164,"403 Hill Rd","","Greensboro Bend","VT","5842"
187,"Trillium Brewing Company","Double Dry Hopped Scaled","American IPA","7.00%",4.39,570,164,"369 Congress St","","Boston","MA","2210"
188,"Alpine Beer Company","Great","American Barleywine","14.00%",4.39,654,42,"2363 Alpine Blvd","","Alpine","CA","91901"
189,"Cascade Brewing / Raccoon Lodge & Brewpub","Cascade Sang Noir","American Wild Ale","9.50%",4.39,1638,70,"7424 SW Beaverton-Hillsdale Hwy","","Portland","OR","97225"
190,"Parish Brewing Company","Ghost In The Machine","American Double / Imperial IPA","8.00%",4.39,547,182,"229 Jared Dr","","Broussard","LA","70518"
191,"Brasserie Dieu du Ciel!","Péché Mortel","American Double / Imperial Stout","9.50%",4.39,5041,11,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
192,"Trillium Brewing Company","Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.39,372,155,"369 Congress St","","Boston","MA","2210"
193,"Side Project Brewing","Saison Du Fermier","Saison / Farmhouse Ale","7.00%",4.39,632,131,"7373 Marietta Ave","","Maplewood","MI","63143"
194,"Pipeworks Brewing Company","Spotted Puffer","American Double / Imperial IPA","9.50%",4.39,302,131,"3912 W McLean Ave","","Chicago","IL","60647"
195,"Lift Bridge Brewery","Barrel-Aged Silhouette","Russian Imperial Stout","10.00%",4.39,357,131,"1900 Tower Dr W","","Stillwater","MN","55082"
196,"Hoof Hearted Brewing","Dragonsaddle","American Double / Imperial IPA","11.20%",4.39,219,126,"300 County Rd 26","","Marengo","CO","43334"
197,"Stone Brewing","Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10560,6,"1999 Citracado Parkway","","Escondido","CA","92029"
198,"Trillium Brewing Company","Scaled Up","American Double / Imperial IPA","8.00%",4.39,624,177,"369 Congress St","","Boston","MA","2210"
199,"Hill Farmstead Brewery","Damon (Bourbon Barrel Aged)","Russian Imperial Stout","10.50%",4.38,680,190,"403 Hill Rd","","Greensboro Bend","VT","5842"
200,"Trillium Brewing Company","Vicinity","American Double / Imperial IPA","8.00%",4.38,1333,49,"369 Congress St","","Boston","MA","2210"
201,"Hill Farmstead Brewery","Edward","American Pale Ale (APA)","5.20%",4.38,2581,114,"403 Hill Rd","","Greensboro Bend","VT","5842"
202,"The Lone Pint Brewery","Yellow Rose","American IPA","6.80%",4.38,1614,74,"507 Commerce St","","Magnolia","TX","77355"
203,"Tree House Brewing Company","Double Shot- Batch 500","American Stout","8.60%",4.38,87,72,"160 E Hill Rd","","Monson","MA","1057"
204,"Toppling Goliath Brewing Company","XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,452,171,"310 College Dr","","Decorah","IO","52101"
205,"Peg's Cantina & Brew Pub","Trademark Dispute: &+","American Double / Imperial Stout","10.50%",4.38,271,122,"Closed","","","",""
206,"4 Hands Brewing Company","Madagascar","Milk / Sweet Stout","9.30%",4.38,656,162,"1220 S 8th St","","St. Louis","MO","63104"
207,"Noble Ale Works","Citra Showers","American Double / Imperial IPA","8.80%",4.38,484,162,"1621 S Sinclair St","","Anaheim","CA","92806"
208,"Pipeworks Brewing Company","Sure Bet","American Double / Imperial IPA","9.50%",4.38,514,156,"3912 W McLean Ave","","Chicago","IL","60647"
209,"Avery Brewing Company","Tweak","American Double / Imperial Stout","17.50%",4.38,2198,97,"4910 Nautilus Ct","","Boulder","CO","80301"
210,"Brouwerij Drie Fonteinen","Drie Fonteinen Hommage","Lambic - Fruit","6.00%",4.38,852,52,"3 Herman Teirlinckplein","","Beersel","Belgium","1650"
211,"Alpine Beer Company","Exponential Hoppiness","American Double / Imperial IPA","11.00%",4.37,1301,125,"2363 Alpine Blvd","","Alpine","CA","91901"
212,"Logsdon Farmhouse Ales","Peche 'n Brett","Saison / Farmhouse Ale","10.00%",4.37,1261,47,"4785 Booth Hill Rd","","Hood River","OR","97031"
213,"Hill Farmstead Brewery","Genealogy Of Morals (Bourbon Barrel Aged)","American Double / Imperial Stout","10.70%",4.37,519,144,"403 Hill Rd","","Greensboro Bend","VT","5842"
214,"Alpine Beer Company","Nelson","American IPA","7.00%",4.37,4045,174,"2363 Alpine Blvd","","Alpine","CA","91901"
215,"Brasserie Dieu du Ciel!","Péché Mortel En Fût De Bourbon Américain","American Double / Imperial Stout","9.50%",4.37,452,184,"29 Av Laurier O","","Montreal","QC","H2T 2N2"
216,"Brasserie Cantillon","Cantillon Lou Pepe - Gueuze","Gueuze","5.00%",4.37,1121,69,"Rue Gheude 56","","Brussels","Belgium","1070"
217,"Other Half Brewing Company","All Green Everything","American Double / Imperial IPA","10.50%",4.37,975,24,"195 Centre St","","Brooklyn","NY","11231"
218,"Peg's Cantina & Brew Pub","Trademark Dispute: Nooner 10","American Double / Imperial Stout","12.00%",4.37,258,120,"Closed","","","",""
219,"Ballast Point Brewing Company","Sculpin IPA","American IPA","7.00%",4.37,13658,62,"9045 Carroll Way","","San Diego","CA","92121"
220,"Grimm Artisanal Ales","Lumen","American IPA","6.40%",4.37,266,129,"PO Box 150472","","Brooklyn","NY","11215"
221,"Other Half Brewing Company","Mosaic IPA","American IPA","7.20%",4.37,365,129,"195 Centre St","","Brooklyn","NY","11231"
222,"Hardywood Park Craft Brewery","Trickery","Milk / Sweet Stout","13.50%",4.37,373,135,"2410 Ownby Ln","","Richmond","VA","23220"
223,"The Bruery","Grey Monday","American Double / Imperial Stout","19.50%",4.37,1684,35,"715 Dunn Way","","Placentia","CA","92870"
224,"Kuhnhenn Brewing Company","Kuhnhenn Raspberry Eisbock","Eisbock","15.50%",4.37,1245,134,"5919 Chicago Rd","","Warren","MI","48092"
225,"AleSmith Brewing Company","AleSmith Speedway Stout","American Double / Imperial Stout","12.00%",4.37,6673,9,"9990 AleSmith Ct","","San Diego","CA","92126"
226,"The Lost Abbey","Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.37,1001,33,"155 Mata Way #104","","San Marcos","CA","92069"
227,"Societe Brewing Company","The Pupil","American IPA","7.80%",4.36,881,187,"8262 Clairemont Mesa Blvd","","San Diego","CA","92111"
228,"Hardywood Park Craft Brewery","Kentucky Christmas Morning","Milk / Sweet Stout","10.60%",4.36,192,109,"2410 Ownby Ln","","Richmond","VA","23220"
229,"Aslin Beer Company","Mind The Hop","American Double / Imperial IPA","9.50%",4.36,92,90,"1330 N Forest St","","Bellingham","WA","98225"
230,"Grimm Artisanal Ales","Tesseract","American Double / Imperial IPA","8.00%",4.36,471,171,"PO Box 150472","","Brooklyn","NY","11215"
231,"Side Project Brewing","Derivation #6 (Cinnamon, Cocoa Nibs And Ugandan Vanilla)","American Double / Imperial Stout","15.00%",4.36,44,30,"7373 Marietta Ave","","Maplewood","MI","63143"
232,"Westbrook Brewing Company","Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2659,108,"510 Ridge Rd","","Mount Pleasant","NC","29464"
233,"Kern River Brewing Company","Winter Ale (5th Anniversary Ale)","American Double / Imperial IPA","8.00%",4.36,355,14,"13415 Sierra Way","","Kernville","CA","93238"
234,"Lagunitas Brewing Company","High West-ified Imperial Coffee Stout","American Double / Imperial Stout","12.20%",4.36,1701,94,"1280 N McDowell Blvd","","Petaluma","CA","94954"
235,"Grimm Artisanal Ales","Lambo Door","American Double / Imperial IPA","8.00%",4.36,495,191,"PO Box 150472","","Brooklyn","NY","11215"
236,"The Bruery","Mocha Wednesday","American Double / Imperial Stout","19.20%",4.36,1272,22,"715 Dunn Way","","Placentia","CA","92870"
237,"Clown Shoes","Breakfast Exorcism","American Double / Imperial Stout","11.00%",4.36,327,144,"23 Hayward St.","","Ipswich","MA","1938"
238,"Fremont Brewing Company","Bourbon Abominable Winter Ale","American Strong Ale","14.00%",4.36,1058,51,"3409 Woodland Park Avenue North","","Seattle","WA","98103"
239,"Hill Farmstead Brewery","Birth Of Tragedy","American Porter","9.00%",4.36,1168,50,"403 Hill Rd","","Greensboro Bend","VT","5842"
240,"Stone Brewing","Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1316,87,"1999 Citracado Parkway","","Escondido","CA","92029"
241,"New Glarus Brewing Company","Wisconsin Belgian Red","Fruit / Vegetable Beer","4.00%",4.35,3525,193,"2400 Hwy 69","","New Glarus","WA","53574"
242,"New England Brewing Company","Locust Reign","American Double / Imperial IPA","8.50%",4.35,297,120,"175 Amity Rd","","Woodbridge","CT","6525"
243,"Jackie O's Pub & Brewery","Bourbon Barrel Black Maple","American Porter","11.00%",4.35,922,15,"24 W Union St","","Athens","OH","45701"
244,"Boneyard Beer Company","Hop Venom Double IPA","American Double / Imperial IPA","8.90%",4.35,914,24,"37 NW Lake Pl, Suite B","","Bend","OR","97701"
245,"Grimm Artisanal Ales","Magnetic Compass","American IPA","6.40%",4.35,250,146,"PO Box 150472","","Brooklyn","NY","11215"
246,"New Glarus Brewing Company","Serendipity","Fruit / Vegetable Beer","4.00%",4.35,2811,92,"2400 Hwy 69","","New Glarus","WA","53574"
247,"Haymarket Pub & Brewery","Clare's Thirsty Ale","American Double / Imperial Stout","12.50%",4.35,191,90,"737 W. Randolph","","Chicago","IL","60661"
248,"Live Oak Brewing Company","Live Oak HefeWeizen","Hefeweizen","5.20%",4.35,1593,132,"1615 Crozier Ln","","Del Valle","TX","78617"
249,"Buxton Brewery","Buxton / Omnipollo Yellow Belly","American Double / Imperial Stout","11.00%",4.35,386,163,"Staden Business Park","","Buxton","UK","SK17 9RZ"
250,"Ballast Point Brewing Company","Victory At Sea Coffee Vanilla Imperial Porter","American Porter","10.00%",4.35,6783,5,"9045 Carroll Way","","San Diego","CA","92121"
