"Brewery","Rank","Beer","Style","ABV","Rating","Ratings","Reviews","Street","Street2","City","State","Zip"
"Societe Brewing Company",221,"The Pupil","American IPA","7.80%",4.36,871,179,"8262 Clairemont Mesa Blvd","","San Diego","CA","92111"
"Stone Brewing",184,"Stone Enjoy By IPA","American Double / Imperial IPA","9.40%",4.39,10517,6,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",222,"Stone Enjoy By Unfiltered IPA","American Double / Imperial IPA","9.40%",4.36,1202,76,"1999 Citracado Parkway","","Escondido","CA","92029"
"Stone Brewing",121,"Imperial Russian Stout - Bourbon Barrel Aged","Russian Imperial Stout","13.50%",4.43,1135,47,"1999 Citracado Parkway","","Escondido","CA","92029"
"Surly Brewing Company",142,"Darkness","Russian Imperial Stout","10.30%",4.41,3691,173,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",86,"Todd The Axe Man","American IPA","7.20%",4.46,2115,110,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"Surly Brewing Company",83,"Abrasive Ale","American Double / Imperial IPA","9.00%",4.46,4444,181,"4811 Dusharme Dr","","Brooklyn Center","MN","55429"
"The Alchemist",81,"Crusher","American Double / Imperial IPA","9.60%",4.46,1373,43,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",8,"Heady Topper","American Double / Imperial IPA","8.00%",4.66,12904,64,"35 Crossroad","","Waterbury","VT","5676"
"The Alchemist",24,"Focal Banger","American IPA","7.00%",4.56,2639,101,"35 Crossroad","","Waterbury","VT","5676"
"The Bruery",144,"Chocolate Rain","American Double / Imperial Stout","18.50%",4.41,2590,106,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",87,"Black Tuesday","American Double / Imperial Stout","19.20%",4.46,3766,154,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",243,"Mocha Wednesday","American Double / Imperial Stout","19.20%",4.35,1246,21,"715 Dunn Way","","Placentia","CA","92870"
"The Bruery",218,"Grey Monday","American Double / Imperial Stout","19.50%",4.36,1663,36,"715 Dunn Way","","Placentia","CA","92870"
"The Lone Pint Brewery",192,"Yellow Rose","American IPA","6.80%",4.38,1575,73,"507 Commerce St","","Magnolia","TX","77355"
"The Lost Abbey",220,"Box Set Track #10 - Bat Out Of Hell","American Double / Imperial Stout","13.50%",4.36,970,34,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",48,"Duck Duck Gooze","Gueuze","7.00%",4.5,1708,88,"155 Mata Way #104","","San Marcos","CA","92069"
"The Lost Abbey",88,"Cable Car","American Wild Ale","7.00%",4.46,959,77,"155 Mata Way #104","","San Marcos","CA","92069"
"Three Floyds Brewing Company",38,"Zombie Dust","American Pale Ale (APA)","6.20%",4.52,9800,8,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",170,"Dreadnaught IPA","American Double / Imperial IPA","9.50%",4.4,5932,10,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",65,"Bourbon Barrel Aged Dark Lord Imperial Stout","Russian Imperial Stout","15.00%",4.48,801,61,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",202,"French Vanilla Militia","Russian Imperial Stout","Imperial",4.37,109,75,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",11,"Marshmallow Handjee (Bourbon Barrel Aged Vanilla Bean Dark Lord)","Russian Imperial Stout","15.00%",4.63,1444,95,"9750 Indiana Pkwy","","Munster","IN","46321"
"Three Floyds Brewing Company",112,"Permanent Funeral","American Double / Imperial IPA","10.50%",4.44,2775,102,"9750 Indiana Pkwy","","Munster","IN","46321"
"Toppling Goliath Brewing Company",109,"Sosus","American Double / Imperial IPA","8.00%",4.44,1243,37,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",20,"King Sue","American Double / Imperial IPA","8.00%",4.58,1624,60,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",58,"Assassin Imperial Stout","American Double / Imperial Stout","12.00%",4.49,1056,179,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",60,"Double Dry Hopped PseudoSue (Citra)","American Pale Ale (APA)","5.80%",4.49,247,133,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",2,"Kentucky Brunch Brand Stout","American Double / Imperial Stout","12.00%",4.7,530,178,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",6,"Mornin' Delight","American Double / Imperial Stout","12.00%",4.66,1014,55,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",189,"XHOPS (Gold Label)","American Pale Ale (APA)","5.30%",4.38,384,157,"310 College Dr","","Decorah","IO","52101"
"Toppling Goliath Brewing Company",62,"PseudoSue","American Pale Ale (APA)","5.80%",4.49,3986,145,"310 College Dr","","Decorah","IO","52101"
"Tree House Brewing Company",161,"Curiosity Twenty Seven","American Double / Imperial IPA","8.00%",4.4,99,75,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",3,"King Julius","American Double / Imperial IPA","8.30%",4.67,707,28,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",5,"Very Hazy","American Double / Imperial IPA","8.60%",4.66,508,169,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",45,"Haze","American Double / Imperial IPA","8.20%",4.51,1719,81,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",37,"Doppelganger","American Double / Imperial IPA","8.20%",4.53,824,23,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",9,"King JJJuliusss","American Double / Imperial IPA","8.40%",4.64,355,157,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",50,"In Perpetuity","American IPA","6.70%",4.5,444,170,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",14,"Juice Machine","American Double / Imperial IPA","8.20%",4.61,503,185,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",34,"Alter Ego","American IPA","6.80%",4.54,1582,77,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",17,"Very Green","American Double / Imperial IPA","8.60%",4.6,487,157,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",1,"Good Morning","American Double / Imperial Stout","8.40%",4.72,1004,71,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",30,"Green","American IPA","7.60%",4.55,2023,90,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",12,"Julius","American IPA","6.80%",4.62,3197,134,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",57,"Double Shot","American Stout","7.60%",4.49,782,160,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",22,"JJJuliusss","American IPA","6.80%",4.57,332,140,"160 E Hill Rd","","Monson","MA","1057"
"Tree House Brewing Company",145,"Triple Shot","American Double / Imperial Stout","9.00%",4.41,254,100,"160 E Hill Rd","","Monson","MA","1057"
"Trillium Brewing Company",100,"Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.45,1742,56,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",31,"Double Dry Hopped Congress Street","American IPA","7.20%",4.54,886,16,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",178,"Double Dry Hopped Scaled","American IPA","7.00%",4.39,558,157,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",124,"Heavy Mettle","American Double / Imperial IPA","9.30%",4.42,766,165,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",163,"Double Dry Hopped Sleeper Street","American IPA","7.20%",4.4,650,158,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",203,"Double Dry Hopped Melcher Street","American IPA","7.30%",4.37,727,167,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",199,"Dialed In (w/ Sauvignon Blanc Juice)","American Double / Imperial IPA","8.50%",4.38,404,142,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",69,"Cutting Tiles","American Double / Imperial IPA","8.50%",4.48,990,38,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",104,"Congress Street IPA","American IPA","7.20%",4.45,1818,74,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",63,"Double Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.48,1106,22,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",71,"Scaled Way Up","American Double / Imperial IPA","8.00%",4.47,329,133,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",185,"Scaled Up","American Double / Imperial IPA","8.00%",4.38,600,172,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",176,"Vicinity","American Double / Imperial IPA","8.00%",4.39,1254,46,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",106,"Mosaic Dry Hopped Fort Point","American Pale Ale (APA)","6.60%",4.44,900,17,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",44,"Headroom","American Double / Imperial IPA","8.00%",4.51,411,152,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",56,"Galaxy Dry Hopped Fort Point Pale Ale","American Pale Ale (APA)","6.60%",4.49,1398,42,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",119,"Upper Case","American Double / Imperial IPA","9.00%",4.43,771,185,"369 Congress St","","Boston","MA","2210"
"Trillium Brewing Company",197,"Dusk Trill Dawn","American Double / Imperial Stout","11.50%",4.38,343,144,"369 Congress St","","Boston","MA","2210"
"Voodoo Brewing Company",68,"Grande Negro Voodoo Papi - Bourbon Barrel Aged","American Double / Imperial Stout","12.50%",4.48,235,125,"215 Arch St","","Meadville","PA","16335"
"Westbrook Brewing Company",225,"Mexican Cake","American Double / Imperial Stout","10.50%",4.36,2623,104,"510 Ridge Rd","","Mount Pleasant","NC","29464"
"Willoughby Brewing",180,"Nut Smasher","American Double / Imperial Stout","11.00%",4.39,290,147,"4057 Erie Street","","Willoughby","OH","44094"
